,ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
99,1656498054491591795,1656498054491670109,Timing,RTKLocalizationComponent::Proc,78314,0,0,0,1656498054491670109,1656498054491670109,1656498054491670109,0,
100,1656498054571398149,1656498054571534997,Timing,RTKLocalizationComponent::Proc,136848,0,0,0,1656498054571534997,1656498054571534997,1656498054571534997,0,
101,1656498054651460458,1656498054651551303,Timing,RTKLocalizationComponent::Proc,90845,0,0,0,1656498054651551303,1656498054651551303,1656498054651551303,0,
102,1656498054731809210,1656498054731901334,Timing,RTKLocalizationComponent::Proc,92124,0,0,0,1656498054731901334,1656498054731901334,1656498054731901334,0,
103,1656498054811697522,1656498054811785620,Timing,RTKLocalizationComponent::Proc,88098,0,0,0,1656498054811785620,1656498054811785620,1656498054811785620,0,
104,1656498054891711719,1656498054891788378,Timing,RTKLocalizationComponent::Proc,76659,0,0,0,1656498054891788378,1656498054891788378,1656498054891788378,0,
105,1656498054974211487,1656498054974312526,Timing,RTKLocalizationComponent::Proc,101039,0,0,0,1656498054974312526,1656498054974312526,1656498054974312526,0,
106,1656498055051693942,1656498055051793182,Timing,RTKLocalizationComponent::Proc,99240,0,0,0,1656498055051793182,1656498055051793182,1656498055051793182,0,
107,1656498055131606357,1656498055131987926,Timing,RTKLocalizationComponent::Proc,381569,0,0,0,1656498055131987926,1656498055131987926,1656498055131987926,0,
108,1656498055211749901,1656498055211881827,Timing,RTKLocalizationComponent::Proc,131926,0,0,0,1656498055211881827,1656498055211881827,1656498055211881827,0,
109,1656498055291818050,1656498055291916175,Timing,RTKLocalizationComponent::Proc,98125,0,0,0,1656498055291916175,1656498055291916175,1656498055291916175,0,
110,1656498055371562317,1656498055371690887,Timing,RTKLocalizationComponent::Proc,128570,0,0,0,1656498055371690887,1656498055371690887,1656498055371690887,0,
111,1656498055451625646,1656498055451863381,Timing,RTKLocalizationComponent::Proc,237735,0,0,0,1656498055451863381,1656498055451863381,1656498055451863381,0,
112,1656498055531901141,1656498055531985903,Timing,RTKLocalizationComponent::Proc,84762,0,0,0,1656498055531985903,1656498055531985903,1656498055531985903,0,
113,1656498055611497486,1656498055611572899,Timing,RTKLocalizationComponent::Proc,75413,0,0,0,1656498055611572899,1656498055611572899,1656498055611572899,0,
